,Scan Date,Scan Number,Scan Link (office), Condition Score Graph Link,Overall Condition Score for Drain,Road,Direction,PSD Link (Office),Height (inches),Gain,Distance From C/W Edge (mm),Survey Distance (m),Filter Drain Length (m),Filter Drain Visible (Yes/No),Scheme Reference,Start Ref,End Ref,GPS Start X,GPS Start Y,GPS End X,GPS End Y,Photo One,"Photo
Two","Photo
Three",Video,Comment
207,2018-02-09,,,,,M11,NBC,,,,,1920.0,0,No,11608.0,41/4+50,43/2+70,51.49.701,00.11.364,51.50.619,00.11.338,,,,,No Filter Drain. Hardstanding. All lanes to verge.
208,2018-02-09,,,,,M11,NBC,,,,,970.0,0,No,11608.0,43/2+70,44/2,51.50.619,00.11.338,51.51.084,00.11.072,,,,,No Filter Drain. V Drain in place. All lanes to centre
209,2018-02-09,,,,,M11,NBC,,,,,200.0,0,No,11608.0,44/2,44/4,51.51.084,00.11.072,51.51.191,00.11.080,,,,,No filter drain Present. Hardstanding and gulley lids. All lanes to centre.
210,2018-02-09,,,,,M11,NBC,,,,,750.0,0,No,11608.0,44/4,45/1,51.51.191,00.11.080,51.51.545,00.11.301,,,,,No Filter Drain. V Drain in place. All lanes to centre
211,2018-02-09,,,,,M11,NBC,,,,,800.0,0,No,11608.0,45/1,45/9,51.51.545,00.11.301,51.51.816,00.11.573,,,,,No Filter Drain. Hardstanding. All lanes to verge.
212,2018-02-14,180214_M11_001,180214_M11_001_COND.jpg,180214_M11_001_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,180.0,180,Yes,11608.0,68/5,68/3+20,52.03.417,00.11.433,52.03.324,00.11.479,135.0,136.0,,180214_M11_001.avi,Filter drain visible. Very silted. Standing Water. HGB. All lanes to centre.
213,2018-02-14,,,,,M11,SBV,,,,,640.0,0,No,11608.0,68/3+20,67/7,52.03.324,00.11.479,52.02.984,00.11.554,,,,,No Filter drain. FAB. All lanes to centre.
214,2018-02-14,180214_M11_002,180214_M11_002_COND.jpg,180214_M11_002_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,50.0,50,Yes,11608.0,67/7,67/6+50,52.02.984,00.11.554,52.09.958,00.11.553,137.0,138.0,,180214_M11_002.avi,Filter drain visible. Very silted. Standing Water. HGB. All lanes to centre.
215,2018-02-14,,,,,M11,SBV,,,,,80.0,80,Yes,11608.0,67/6+50,67/5+30,52.09.958,00.11.553,52.09.915,00.11.553,,,,,Filter drain continues behind barrier. MGB. Unable to scan. All lanes to centre.
216,2018-02-14,180214_M11_003,180214_M11_003_COND.jpg,180214_M11_003_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,500.0,500,Yes,11608.0,67/5+30,67/0+50,52.09.915,00.11.553,52.02.647,00.11.479,139.0,140.0,,180214_M11_003.avi,Filter drain visible. Very silted. Standing Water. HGB. All lanes to centre.
217,2018-02-14,,,,,M11,SBV,,,,,50.0,50,Yes,11608.0,67/0+50,67/0,52.02.647,00.11.479,52.02.614,00.11.468,,,,,Filter drain continues behind barrier. MGB. Unable to scan. All lanes to centre.
218,2018-02-14,180214_M11_004,180214_M11_004_COND.jpg,180214_M11_004_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,25.0,25,Yes,11608.0,67/0,66/9+75,52.02.614,00.11.468,52.02.600,00.11.459,141.0,142.0,,180214_M11_004.avi,Filter drain visible. Very silted. Standing Water. HGB. All lanes to centre.
219,2018-02-14,,,,,M11,SBV,,,,,1060.0,0,No,11608.0,66/9+75,65/9,52.02.600,00.11.459,52.02.031,00.11.381,,,,,No Filter drain. V drain in place. All lanes to verge
220,2018-02-14,,,,,M11,SBV,,,,,1070.0,0,No,11608.0,65/9,64/8+30,52.02.031,00.11.381,52.01.481,00.11.655,,,,,No Filter drain. V drain in place. All lanes to verge
221,2018-02-14,180214_M11_005,180214_M11_005_COND.jpg,180214_M11_005_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,90.0,90,Yes,11608.0,64/8+30,64/7+30,52.01.481,00.11.655,52.01.435,00.11.686,143.0,144.0,,180214_M11_005.avi,Filter drain visible. Very silted. Standing Water. HGB. All lanes to centre.
222,2018-02-14,,,,,M11,SBV,,,,,1030.0,0,No,11608.0,64/7+30,63/7,52.01.435,00.11.686,52.00.895,00.11.871,,,,,No Filter drain. FAB. All lanes to centre.
223,2018-02-14,,,,,M11,SBV,,,,,260.0,0,No,11608.0,63/7,63/4+40,52.00.895,00.11.871,52.00.753,0.11.863,,,,,No Filter drain. FAB. All lanes to centre.
224,2018-02-14,180214_M11_006,180214_M11_006_COND.jpg,180214_M11_006_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,260.0,260,Yes,11608.0,63/4+40,63/1+80,52.00.753,0.11.863,52.00.615,00.11.829,145.0,146.0,,180214_M11_006.avi,Filter drain visible. Very silted. Standing Water. HGB. All lanes to centre.
225,2018-02-14,,,,,M11,SBV,,,,,325.0,0,No,11608.0,63/1+80,62/8+75,52.00.615,00.11.829,52.00.442,00.11.774,,,,,No Filter drain. V drain in place. All lanes to verge
226,2018-02-14,,,,,M11,SBV,,,,,1025.0,0,No,11608.0,62/8+75,61/9,52.00.442,00.11.774,51.59.930,00.11.700,,,,,No filter drain. Kerb and gulley. All lanes to verge.
227,2018-02-14,,,,,M11,SBV,,,,,280.0,0,No,11608.0,61/9,61/6+20,51.59.930,00.11.700,51.59.776,00.11.702,,,,,No filter drain. Kerb and gulley. All lanes to verge.
228,2018-02-14,,,,,M11,SBV,,,,,650.0,0,No,11608.0,61/6+20,60/9+50,51.59.776,00.11.702,51.59.425,00.11.755,,,,,No Filter drain. V drain in place. All lanes to verge
229,2018-02-14,,,,,M11,SBV,,,,,300.0,0,No,11608.0,60/9+50,60/6+50,51.59.425,00.11.755,51.59.261,00.11.802,,,,,No filter drain. Kerb and gulley. All lanes to verge.
230,2018-02-14,,,,,M11,SBV,,,,,700.0,0,No,11608.0,60/6+50,59/9+50,51.59.261,00.11.802,51.58.905,00.11.975,,,,,No Filter drain. V drain in place. All lanes to verge
231,2018-02-14,,,,,M11,SBV,,,,,400.0,0,No,11608.0,59/9+50,59/5+50,51.58.905,00.11.975,51.58.728,00.12.169,,,,,No filter drain. Kerb and gulley. All lanes to verge.
232,2018-02-14,180214_M11_007,180214_M11_007_COND.jpg,180214_M11_007_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,250.0,250,Yes,11608.0,59/5+50,59/3,51.58.728,00.12.169,51.58.633,00.12.633,147.0,148.0,,180214_M11_007.avi,Filter drain visible.  Light vegetation. HGB. All lanes to verge. 
233,2018-02-14,,,,,M11,SBV,,,,,1070.0,0,No,11608.0,59/3,58/2+30,51.58.633,00.12.633,51.58.166,00.12.842,,,,,No Filter drain. FAB. All lanes to centre.
234,2018-02-14,180214_M11_008,180214_M11_008_COND.jpg,180214_M11_008_COND_Report.pdf,4.0,M11,SBV,,15.0,15.0,500.0,200.0,200,Yes,11608.0,58/2+30,58/0+30,51.58.166,00.12.842,51.58.060,00.12.873,149.0,150.0,,180214_M11_008.avi,Filter drain present. FGB.  Light vegetation. All l;anes to centre.
235,2018-02-14,,,,,M11,SBV,,,,,80.0,80,Yes,11608.0,58/0+30,57/9+50,51.58.060,00.12.873,51.58.021,00.12.880,,,,,Filter drain continues behind barrier. FGB. Unable to scan. All lanes to centre.
236,2018-02-14,180214_M11_009,180214_M11_009_COND.jpg,180214_M11_009_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,480.0,480,Yes,11608.0,57/9+50,57/5,51.58.021,00.12.880,51.57.762,00.12.840,151.0,152.0,,180214_M11_009.avi,Filter drain present. SGB. Light vegetation. All lanes to centre.
237,2018-02-14,180214_M11_010,180214_M11_010_COND.jpg,180214_M11_010_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,220.0,220,Yes,11608.0,57/5,57/2+80,51.57.762,00.12.840,51.57.647,00.12.813,153.0,154.0,,180214_M11_010.avi,Filter drain present. SGB. Light vegetation. All lanes to centre.
238,2018-02-14,,,,,M11,SBV,,,,,120.0,120,Yes,11608.0,57/2+80,57/1+60,51.57.647,00.12.813,51.57.572,00.12.810,,,,,Filter drain continues behind barrier. Unable to scan. All lanes to verge.
239,2018-02-14,180214_M11_011,180214_M11_011_COND.jpg,180214_M11_011_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,110.0,110,Yes,11608.0,57/1+60,57/0+50,51.57.572,00.12.810,51.57.524,00.12.816,155.0,156.0,,180214_M11_011.avi,Filter drain present behind kerb and gulley. MGB. All lanes to verge.
240,2018-02-14,,,,,M11,SBV,,,,,310.0,0,No,11608.0,57/0+50,56/7+30,51.57.524,00.12.816,51.57.361,00.12.866,,,,,No filter drain present. FAB. Kerb and gulley. All lanes to verge.
241,2018-02-14,,,,,M11,SBV,,,,,530.0,0,No,11608.0,56/7+30,56/2,51.57.361,00.12.866,51.57.079,00.12.960,,,,,No filter drain present. FAB. All lanes to centre
242,2018-02-14,,,,,M11,SBV,,,,,430.0,0,No,11608.0,56/2,55/7+70,51.57.079,00.12.960,51.56.846,00.12.968,,,,,No filter drain present. FAB. All lanes to centre
243,2018-02-14,,,,,M11,SBV,,,,,570.0,0,No,11608.0,55/7+70,55/2,51.56.846,00.12.968,51.56.547,00.13.043,,,,,No filter drain present. FAB. Kerb and gulley. All lanes to verge.
244,2018-02-14,,,,,M11,SBV,,,,,450.0,0,No,11608.0,55/2,54/7+50,51.56.547,00.13.043,51.56.338,0.13.231,,,,,No filter drain present. FAB. Kerb and gulley. All lanes to verge.
245,2018-02-15,,,,,M11,SBV,,,,,160.0,0,No,11608.0,54/7+50,54/5+90,51.56.547,00.13.043,51.56.267,00.13.3154,,,,,No filter drain present. FAB. All lanes to centre
246,2018-02-15,180215_M11_001,180215_M11_001_COND.jpg,180215_M11_001_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,490.0,490,Yes,11608.0,54/5+90,54/1,51.56.267,00.13.3154,51.56.018,00.13.468,157.0,158.0,,180215_M11_001.avi,Filter drain present. Silted. Light vegetation. MGB. All lanes to centre.
247,2018-02-15,,,,,M11,SBV,,,,500.0,350.0,350,Yes,11608.0,54/1,53/7+50,51.56.018,00.13.468,51.55.823,00.13.488,159.0,160.0,,051,Filter drain present. Silted. Light vegetation. MGB. All lanes to centre. Unable to scan due to traffic cones in the drain. See video.
248,2018-02-15,,,,,M11,SBV,,,,,70.0,70,Yes,11608.0,53/7+50,53/6+80,51.55.823,00.13.488,51.55.787,00.13.477,,,,,Filter drain continues in front of barrier. Unable to scan due to traffic cones. All lanes to centre
249,2018-02-15,180215_M11_002,180215_M11_002_COND.jpg,180215_M11_002_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,330.0,330,Yes,11608.0,53/6+80,53/2+70,51.55.787,00.13.477,51.55.619,00.13.410,161.0,162.0,,180215_M11_002.avi,Filter drain present. Silted. Light vegetation. MGB. All lanes to verge.
250,2018-02-15,,,,,M11,SBV,,,,,130.0,0,No,11608.0,53/2+70,53/2,51.55.619,00.13.410,51.55.530,00.13.349,,,,,No filter drain present. FAB. All lanes to centre
251,2018-02-15,,,,,M11,SBV,,,,,700.0,0,No,11608.0,53/2,52/5,51.55.530,00.13.349,51.55.186,00.13.173,,,,,No filter drain present.  Kerb and gulley. All lanes to verge.
252,2018-02-15,,,,,M11,SBV,,,,,450.0,0,No,11608.0,52/5,52/0+50,51.55.186,00.13.173,51.54.948,00.13.164,,,,,No filter drain present.  Kerb and gulley. All lanes to verge.
253,2018-02-15,,,,,M11,SBV,,,,,,180,Yes,11608.0,52/0+50,51/8+70,51.54.948,00.13.164,51.54.852,00.13.182,,,,,Filter drain present inbetween barrier. MGB. Al lanes to verge.
254,2018-02-15,180215_M11_003,180215_M11_003_COND.jpg,180215_M11_003_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,320.0,320,Yes,11608.0,51/8+70,51/5+50,51.54.852,00.13.182,51.54.687,00.13.253,163.0,164.0,,180215_M11_003.avi,Filter drain present. Silted. Light vegetation. MGB. All lanes to verge.
255,2018-02-15,,,,,M11,SBV,,,,,130.0,130,Yes,11608.0,51/5+50,51/4+20,51.54.687,00.13.253,51.54.619,00.13.28,,,,,Filter drain present inbetween barrier. MGB. Al lanes to centre.
256,2018-02-15,180215_M11_004,180215_M11_004_COND.jpg,180215_M11_004_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,120.0,120,Yes,11608.0,51/4+20,51/3,51.54.619,00.13.28,51.54.561,00.13.324,165.0,166.0,,180215_M11_004.avi,Filter drain present. Very silted. Light vegetation. MGB. All lanes to centre.
257,2018-02-15,,,,,M11,SBV,,,,,225.0,0,No,11608.0,51/3,51/0+75,51.54.561,00.13.324,51.54.442,00.13.366,,,,,No filter drain present. FAB. All lanes to centre
258,2018-02-15,,,,,M11,SBV,,,,,75.0,0,No,11608.0,51/0+75,51/0,51.54.442,00.13.366,51.54.399,00.13.376,,,,,No filter drain present. Bridgedeck and kerb. All lanes to centre.
259,2018-02-15,,,,,M11,SBV,,,,,350.0,0,No,11608.0,51/0,50/6+50,51.54.399,00.13.376,51.54.215,00.13.369,,,,,No filter drain present. FAB. All lanes to centre
260,2018-02-15,,,,,M11,SBV,,,,,330.0,330,Yes,11608.0,50/6+50,50/3+50,51.54.215,00.13.369,51.54.044,00.13.296,,,,055,Filter drain present within barrier. FGB. All lanes to centre. Unable to scan
261,2018-02-15,,,,,M11,SBV,,,,,70.0,0,No,11608.0,50/3+50,50/2+80,51.54.044,00.13.296,51.54.010,00.13.278,,,,,Bridgedeck.
262,2018-02-15,,,,,M11,SBV,,,,,280.0,0,No,11608.0,50/2+80,50/0,51.54.010,00.13.278,51.53.879,00.13.153,,,,,No filter drain present. FAB. All lanes to centre
263,2018-02-15,180215_M11_005,180215_M11_005_COND.jpg,180215_M11_005_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,180.0,180,Yes,11608.0,50/0,49/8+20,51.53.879,00.13.153,51.53.804,00.13.058,167.0,168.0,,180215_M11_005.avi,Filter drain present. Very silted. Light vegetation. MGB. All lanes to centre.
264,2018-02-15,180215_M11_006,180215_M11_006_COND.jpg,180215_M11_006_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,200.0,330.0,330,Yes,11608.0,49/8+20,49/5+50,51.53.804,00.13.058,51.53.709,00.12.916,169.0,170.0,,180215_M11_006.avi,Filter drain present inbetween/infront of barrier. Silted. All lanes to centre.
265,2018-02-15,180215_M11_007,180215_M11_007_COND.jpg,180215_M11_007_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,190.0,190,Yes,11608.0,49/5+50,49/4,51.53.709,00.12.916,51.53.637,00.12.814,171.0,172.0,,180215_M11_007.avi,Filter drain present. Very silted. Light vegetation. MGB. Standing water. All lanes to verge.
266,2018-02-15,,,,,M11,SBV,,,,,500.0,500,Yes,11608.0,49/4,48/9,51.53.637,00.12.814,51.53.413,00.12.570,,,,,Filter drain present inbetween barrier. MGB. Al lanes to verge.
267,2018-02-15,180215_M11_008,180215_M11_008_COND.jpg,180215_M11_008_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,500.0,50.0,50,Yes,11608.0,48/9,48/8+50,51.53.413,00.12.570,51.53.390,00.12.552,173.0,174.0,,180215_M11_008.avi,Filter drain present. Very silted. Light vegetation. MGB. All lanes to verge.
268,2018-02-15,180215_M11_009,180215_M11_009_COND.jpg,180215_M11_009_COND_Report.pdf,5.0,M11,SBV,,15.0,15.0,200.0,70.0,70,Yes,11608.0,48/8+50,48/7+70,51.53.390,00.12.552,51.53.354,00.12.524,175.0,176.0,,180215_M11_009.avi,Filter drain present inbetween/infront of barrier. Silted. All lanes to verge.
269,2018-02-15,,,,,M11,SBV,,,,,470.0,0,No,11608.0,48/7+70,48/3,51.53.354,00.12.524,51.53.120,00.12.380,,,,,No filter drain present.  Kerb and gulley. All lanes to verge.
270,2018-02-15,,,,,M11,SBV,,,,,600.0,0,No,11608.0,48/3,47/7,51.53.120,00.12.380,51.52.799,00.12.248,,,,,No filter drain present. V Drain in place. All lanes to verge.
271,2018-02-15,180215_M11_010,180215_M11_010_COND.jpg,180215_M11_010_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,1500.0,300.0,300,Yes,11608.0,68/8,69/1,52.03.560,00.11.307,52.03.689,00.11.150,177.0,178.0,179.0,180215_M11_010.avi,Filter drain present 1.5 meters behind kerb and gulley. Light vegetation. All lanes to verge.
272,2018-02-15,,,,,M11,NBV,,,,,520.0,0,No,11608.0,69/1,69/6+20,52.03.689,00.11.150,52.03.849,00.10.775,,,,,No filter drain present. FAB to ditch. Kerb and gulley. All lanes to verge
273,2018-02-15,180215_M11_011,180215_M11_011_COND.jpg,180215_M11_011_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,300.0,30.0,30,Yes,11608.0,69/6+20,69/6+50,52.03.849,00.10.775,52.03.852,00.10.755,180.0,181.0,,180215_M11_011.avi,Filter drain present. Medium vegetation. MGB. All lanes to verge
274,2018-02-15,,,,,M11,NBV,,,,,60.0,60,Yes,11608.0,69/6+50,69/7,52.03.852,00.10.755,52.03.870,00.10.685,,,,,Filter drain present within barrier. HGB. All lanes to verge
275,2018-02-15,180215_M11_012,180215_M11_012_COND.jpg,180215_M11_012_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,300.0,330.0,330,Yes,11608.0,69/7+30,70/0+50,52.03.870,00.10.685,52.03.920,00.10.416,182.0,183.0,,180215_M11_012.avi,Filter drain present. Medium vegetation. MGB. All lanes to verge
276,2018-02-15,,,,,M11,NBV,,,,,450.0,0,No,11608.0,70/0+50,70/5,52.03.920,00.10.416,52.04.049,00.10.087,,,,,No filter drain present. FAB. All lanes to centre.
277,2018-02-15,,,,,M11,NBV,,,,,330.0,0,No,11608.0,70/5,70/8+30,52.04.049,00.10.087,52.04.184,00.09.905,,,,,No filter drain present. All lanes to centre.
278,2018-02-15,180215_M11_013,180215_M11_013_COND.jpg,180215_M11_013_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,400.0,300.0,300,Yes,11608.0,70/8+30,71/1+30,52.04.184,00.09.905,52.04.326,00.09.777,184.0,185.0,,180215_M11_013.avi,Filter drain present. Light vegetation. MGB. All lanes to centre
279,2018-02-15,180215_M11_014,180215_M11_014_COND.jpg,180215_M11_014_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,300.0,70.0,70,Yes,11608.0,71/1+30,71/2,52.04.326,00.09.777,52.04.361,00.09.750,186.0,187.0,,180215_M11_014.avi,Filter drain continues infront of barrier. HGB. All lanes to centre
280,2018-02-15,180215_M11_015,180215_M11_015_COND.jpg,180215_M11_015_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,400.0,380.0,380,Yes,11608.0,71/2,71/5+80,52.04.361,00.09.750,52.04.545,00.09.604,188.0,189.0,,180215_M11_015.avi,Filter drain present. Light vegetation. HGB. All lanes to centre
281,2018-02-15,,,,,M11,NBV,,,,,500.0,0,No,11608.0,71/5+80,72/0+80,52.04.545,00.09.604,52.04.785,00.09.402,,,,,No filter drain present.Kerb and gulley.  FAB. All lanes to verge.
282,2018-02-15,180215_M11_016,180215_M11_016_COND.jpg,180215_M11_016_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,400.0,20.0,20,Yes,11608.0,72/0+80,72/1,52.04.785,00.09.402,52.04.796,00.09.391,190.0,191.0,,180215_M11_016,Filter drain present. Light vegetation. MGB. Adverse camber.
283,2018-02-15,,,,,M11,NBV,,,,,50.0,50,Yes,11608.0,72/1,72/1+50,52.04.796,00.09.391,52.04.829,00.09.361,,,,,Filter drain continues inbetween of barrier. HGB. Adverse camber.
284,2018-02-15,180215_M11_017,180215_M11_017_COND.jpg,180215_M11_017_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,400.0,420.0,420,Yes,11608.0,72/1+50,72/6,52.04.829,00.09.361,52.05.024,00.09.177,192.0,193.0,,180215_M11_017.avi,Filter drain present. Light vegetation. hGB. All lanes to verge
285,2018-02-15,,,,,M11,NBV,,,,,70.0,70,Yes,11608.0,72/6,72/6+70,52.05.024,00.09.177,52.05.054,00.09.142,,,,,Filter drain continues inbetween of barrier. HGB. All lanes to verge.
286,2018-02-15,180215_M11_018,180215_M11_018_COND.jpg,180215_M11_018_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,400.0,420.0,420,Yes,11608.0,72/6+70,73/2+80,52.05.054,00.09.142,52.05.245,00.08.244,194.0,195.0,,180215_M11_018.avi,Filter drain present. Light vegetation. hGB. All lanes to verge
287,2018-02-15,,,,,M11,NBV,,,,,80.0,80,Yes,11608.0,73/2+80,73/3+60,52.05.245,00.08.244,52.05.282,00.08.893,,,,,Filter drain continues inbetween of barrier. HGB. All lanes to verge.
288,2018-02-15,180215_M11_019,180215_M11_019_COND.jpg,180215_M11_019_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,400.0,190.0,190,Yes,11608.0,73/3+60,73/5+50,52.05.282,00.08.893,52.05.361,00.08.793,196.0,197.0,,180215_M11_019.avi,Filter drain present. Light vegetation. HGB. All lanes to verge
289,2018-02-15,,,,,M11,NBV,,,,,150.0,0,No,11608.0,73/5+50,73/7,52.05.361,00.08.793,52.05.428,00.08.714,,,,,No Filter drain present. FAB to ditch. All lanes to centre.
290,2018-02-15,,,,,M11,NBV,,,,,130.0,0,No,11608.0,73/7,73/8+30,52.05.428,00.08.714,52.05.487,00.08.651,,,,,No filter drain present. All lanes to centre.
291,2018-02-15,180215_M11_020,180215_M11_020_COND.jpg,180215_M11_020_COND_Report.pdf,5.0,M11,NBV,,15.0,15.0,400.0,460.0,460,Yes,11608.0,73/8+30,74/1,52.05.487,00.08.651,52.05.704,00.08.456,198.0,199.0,,180215_M11_020.avi,Filter drain present. Light vegetation. HGB. All lanes to verge
292,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,
